!SESSION 2026-04-21 08:46:15.824 -----------------------------------------------
eclipse.buildId=4.38.0.20251204-0849
java.version=21.0.9
java.vendor=Eclipse Adoptium
BootLoader constants: OS=win32, ARCH=x86_64, WS=win32, NL=en_IN
Framework arguments:  -product org.eclipse.epp.package.java.product
Command-line arguments:  -os win32 -ws win32 -arch x86_64 -product org.eclipse.epp.package.java.product
!MESSAGE 10:15:20.873 [Reconciler-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:21.412
!MESSAGE 10:15:21.410 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 123

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:22.752
!MESSAGE 10:15:21.696 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: work item submitted for doc file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:22.754
!MESSAGE 10:15:22.212 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:22.755
!MESSAGE 10:15:22.213 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:23.359
!MESSAGE 10:15:22.870 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:23.360
!MESSAGE 10:15:22.870 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:23.830
!MESSAGE 10:15:23.829 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 130

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:23.871
!MESSAGE 10:15:23.870 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:26.725
!MESSAGE 10:15:24.341 [Reconciler-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:26.726
!MESSAGE 10:15:26.542 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change message work done in 0ms

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:28.248
!MESSAGE 10:15:27.200 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Started parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:28.249
!MESSAGE 10:15:28.018 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change message work done in 0ms

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:28.250
!MESSAGE 10:15:28.114 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:28.251
!MESSAGE 10:15:28.114 [pool-3-thread-78] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:28.642
!MESSAGE 10:15:28.641 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: work item submitted for doc file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:28.643
!MESSAGE 10:15:28.642 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Started parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:29.153
!MESSAGE 10:15:29.151 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:30.066
!MESSAGE 10:15:29.622 [Reconciler-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:30.066
!MESSAGE 10:15:30.065 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 140

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:30.162
!MESSAGE 10:15:30.158 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Started parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:30.659
!MESSAGE 10:15:30.658 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 143

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:30.738
!MESSAGE 10:15:30.689 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:30.738
!MESSAGE 10:15:30.689 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:31.697
!MESSAGE 10:15:31.696 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: work item submitted for doc file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:31.939
!MESSAGE 10:15:31.937 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 151

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:31.940
!MESSAGE 10:15:31.938 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change message work done in 1ms

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:32.345
!MESSAGE 10:15:32.056 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:32.712
!MESSAGE 10:15:32.710 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Started parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:32.716
!MESSAGE 10:15:32.715 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:33.236
!MESSAGE 10:15:32.716 [pool-3-thread-78] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:33.238
!MESSAGE 10:15:32.852 [Reconciler-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:33.239
!MESSAGE 10:15:33.235 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:33.741
!MESSAGE 10:15:33.602 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change message work done in 0ms

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:34.240
!MESSAGE 10:15:33.743 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:35.206
!MESSAGE 10:15:34.252 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:35.207
!MESSAGE 10:15:34.744 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:38.473
!MESSAGE 10:15:38.368 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change message work done in 0ms

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:38.693
!MESSAGE 10:15:38.692 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 165

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:39.214
!MESSAGE 10:15:39.213 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:40.009
!MESSAGE 10:15:39.499 [pool-3-thread-78] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:43.206
!MESSAGE 10:15:40.013 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:43.208
!MESSAGE 10:15:43.205 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 175

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:44.643
!MESSAGE 10:15:43.563 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: work item submitted for doc file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:44.644
!MESSAGE 10:15:44.580 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:45.086
!MESSAGE 10:15:44.899 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 184

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:45.086
!MESSAGE 10:15:44.899 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:47.682
!MESSAGE 10:15:45.691 [Reconciler-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:48.119
!MESSAGE 10:15:48.054 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:48.410
!MESSAGE 10:15:48.146 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:48.411
!MESSAGE 10:15:48.409 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:48.642
!MESSAGE 10:15:48.485 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:48.651
!MESSAGE 10:15:48.650 [pool-3-thread-78] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:48.655
!MESSAGE 10:15:48.652 [pool-3-thread-76] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:48.923
!MESSAGE 10:15:48.808 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change message work done in 0ms

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:49.146
!MESSAGE 10:15:49.145 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Parsed successfully CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:49.147
!MESSAGE 10:15:49.145 [pool-3-thread-76] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:51.525
!MESSAGE 10:15:51.524 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change message work done in 0ms

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:51.910
!MESSAGE 10:15:51.909 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 200

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:51.922
!MESSAGE 10:15:51.920 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:52.005
!MESSAGE 10:15:51.930 [pool-3-thread-76] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:52.280
!MESSAGE 10:15:52.276 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Started parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:56.867
!MESSAGE 10:15:52.431 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:56.868
!MESSAGE 10:15:56.866 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:58.239
!MESSAGE 10:15:57.840 [pool-3-thread-76] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:15:58.240
!MESSAGE 10:15:58.238 [Reconciler-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: work item submitted for doc file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:16:00.018
!MESSAGE 10:15:59.506 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:16:02.035
!MESSAGE 10:16:00.028 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:16:02.036
!MESSAGE 10:16:00.040 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:16:02.037
!MESSAGE 10:16:02.034 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 210

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:16:02.037
!MESSAGE 10:16:02.034 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:16:02.053
!MESSAGE 10:16:02.052 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Started parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:16:02.053
!MESSAGE 10:16:02.052 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: work item submitted for doc file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:16:02.407
!MESSAGE 10:16:02.406 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 212

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:16:03.087
!MESSAGE 10:16:02.570 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Started parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:16:03.089
!MESSAGE 10:16:02.577 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:16:03.090
!MESSAGE 10:16:02.597 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:16:03.238
!MESSAGE 10:16:03.236 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:16:04.122
!MESSAGE 10:16:03.960 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 219

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:16:04.627
!MESSAGE 10:16:04.620 [pool-3-thread-77] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: work item submitted for doc file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:16:05.667
!MESSAGE 10:16:05.666 [pool-5-thread-16] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Parsed successfully CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:16:05.668
!MESSAGE 10:16:05.666 [pool-3-thread-76] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/JwtUtil.java

!ENTRY org.eclipse.jdt.core 4 4 2026-04-21 10:16:07.875
!MESSAGE Could not retrieve interfaces
!STACK 0
org.eclipse.jdt.internal.compiler.problem.AbortCompilation: Pb(347) The type kotlin.coroutines.CoroutineContext$Key cannot be resolved. It is indirectly referenced from required type org.springframework.core.PropagationContextElement.Key
	at org.eclipse.jdt.internal.compiler.problem.ProblemHandler.handle(ProblemHandler.java:159)
	at org.eclipse.jdt.internal.compiler.problem.ProblemHandler.handle(ProblemHandler.java:226)
	at org.eclipse.jdt.internal.compiler.problem.ProblemReporter.handle(ProblemReporter.java:2659)
	at org.eclipse.jdt.internal.compiler.problem.ProblemReporter.isClassPathCorrect(ProblemReporter.java:5012)
	at org.eclipse.jdt.internal.compiler.lookup.UnresolvedReferenceBinding.resolve(UnresolvedReferenceBinding.java:125)
